317126510041.0,9.33,9.33,O,A+,A+,O,A+,O,A,A+,O
317126510042.0,,,B+,A,A,F,B+,A+,B+,C,A+
317126510043.0,7.79,8.0,A,A+,A,A,B+,A+,A,C,A+
317126510044.0,,,B,B,B+,F,F,O,A,C,A+
317126510045.0,9.08,9.05,A+,A+,A+,A+,A+,O,A+,A+,A+
317126510046.0,6.04,,C,B,C,C,P,A+,A,B,A+
317126510047.0,,,C,B,B+,F,F,O,A,B,A+
317126510048.0,8.13,7.84,O,A,B+,A+,B,O,B+,B+,O
317126510049.0,,,P,P,C,F,F,A+,A,C,A+
317126510050.0,8.71,8.95,O,A+,A+,A,A,O,A+,B+,A+
317126510051.0,8.83,8.84,O,A+,A+,A+,A+,O,A,B,O
317126510052.0,8.58,8.35,O,A,A,A+,B+,O,A,A,O
317126510053.0,8.13,8.33,B+,A+,A+,A,B+,O,A,B+,A+
317126510054.0,6.5,6.49,P,B,B+,B,C,O,A,B,A+
317126510055.0,9.04,8.81,O,A,A+,A+,A,O,A+,A+,O
317126510057.0,8.46,8.33,A,A+,A,O,B+,A+,A+,B+,O
317126510058.0,6.58,6.65,B+,B+,B,B,P,A+,B+,B,A+
317126510059.0,7.13,7.49,A,B,A+,B,C,A+,A,C,O
317126510061.0,8.67,8.44,B+,A,A,O,B+,O,A+,O,O
317126510062.0,,,F,F,F,F,F,C,B+,F,B+
317126510063.0,8.5,8.0,A+,A+,B+,A+,B+,O,A,A+,A+
317126510064.0,,,B+,B+,A,B+,B,A+,A,F,A+
317126510065.0,9.54,9.3,O,A+,A+,O,A+,O,A+,O,O
317126510066.0,8.38,8.14,A,A+,A,A+,B,A+,A,A+,O
317126510067.0,8.21,8.23,A+,A+,A,A,C,A+,A+,A,O
317126510068.0,7.58,7.6,A,B+,B+,A,C,A+,B+,A+,A+
317126510069.0,8.88,8.79,A+,A+,B+,O,A,O,A,O,A+
317126510070.0,8.5,8.51,A,A,O,A+,A,A+,A,B+,O
317126510071.0,8.5,8.58,A+,A,A,A,B+,A+,A,O,O
317126510072.0,8.67,8.72,O,A,A+,A,C,O,A+,O,O
317126510073.0,8.46,8.44,O,A+,B+,A,B+,O,A+,A,A+
317126510074.0,,,A+,A+,B+,B,C,A+,A,F,A+
317126510075.0,8.17,8.26,A+,A+,A,B+,B+,A+,A,A,A+
317126510076.0,8.83,8.44,O,A+,A+,A,A,O,A,A,O
317126510077.0,8.42,8.53,A+,A+,A+,B+,B+,A+,A,A+,A+
317126510078.0,8.92,8.81,O,A+,A,A+,A,O,A+,A,O
317126510079.0,7.21,7.23,A,B+,B,A,P,A,B+,A,O
317126510080.0,8.88,8.53,O,A+,A,A,A+,A+,A,A+,O
317126510082.0,5.88,6.0,P,C,C,C,P,A,A,A,A
317126510083.0,,,A,B+,C,F,P,A+,B,F,A
317126510084.0,8.96,8.72,A+,A+,A,A+,A,O,A,O,O
317126510085.0,6.96,6.58,B,A,B,B+,P,A+,B+,A,A+
317126510086.0,8.13,8.19,A,A+,B+,A+,B+,O,A,B+,A+
317126510087.0,,,P,A,B+,F,B+,A,A,F,A
317126510088.0,,,B,B+,C,C,P,A,B+,F,A+
317126510089.0,,,C,B+,B+,B+,P,A+,A,F,A+
317126510090.0,,,B+,B+,C,B+,C,A,B+,F,O
317126510091.0,8.42,8.37,A+,A,A,A,A,A+,A,A+,A+
317126510092.0,8.0,7.79,A+,A+,A,A,C,B+,B+,A+,O
317126510093.0,8.92,8.63,O,A+,A+,A+,A,A+,A,A+,A+
317126510094.0,7.67,7.63,A,A,A,A,P,A+,A,A,A+
317126510095.0,,,B,B,B+,P,P,A+,B+,F,A+
317126510096.0,9.54,9.47,O,O,A+,A+,A+,O,A+,O,O
317126510097.0,8.71,8.6,A+,A+,B+,A+,B+,A+,A+,O,O
317126510098.0,8.46,8.37,A,A,A,O,C,A+,A+,O,O
317126510099.0,7.96,8.23,A,A+,B+,A,B+,A+,B+,A,A+
317126510100.0,8.08,8.07,B+,A+,A,B+,A,A,A,A+,A+
317126510101.0,8.63,8.26,A+,A+,A,A+,B+,A+,A,A+,O
317126510102.0,,,F,A,B,P,P,A+,B+,A,A
317126510103.0,6.63,6.91,C,B+,C,B+,C,A+,B+,A,A
317126510104.0,8.21,8.33,O,B+,B+,A,A,A+,B+,A+,A+
317126510105.0,8.25,8.16,B+,A+,A,A+,B,A+,A,A+,O
317126510107.0,8.42,8.4,B+,A+,A,A+,B+,A+,A+,O,A
317126510108.0,,,F,B,C,P,F,B+,B+,B+,A
317126510110.0,8.38,8.07,A+,A+,A,A,B+,O,A,A,A+
317126510111.0,,,C,B,B+,P,P,A,A,F,A+
317126510112.0,8.17,7.74,O,A,B+,A,B,A+,A,A+,A+
317126510113.0,8.25,8.0,A+,A,B+,A+,B+,A+,A,A,O
317126510114.0,,,P,C,C,P,P,B+,A,F,A
317126510115.0,,,P,C,C,B,F,A,A,A,A+
317126510116.0,8.71,8.44,A+,A,A+,A,A,O,A+,A+,A+
317126510117.0,8.13,8.3,A,A,A,A,B+,O,A,A,A+
317126510118.0,9.17,8.91,O,A+,A,A+,A,O,A+,O,O
317126510119.0,7.08,6.95,B+,B+,B,B+,P,A+,A,A+,A
317126510120.0,,,P,C,B,B+,F,A,B+,B+,A
317126510121.0,8.38,8.47,A+,A+,B+,B+,A+,A+,A+,A,A+
317126510122.0,8.0,7.86,A,A+,B+,A,B+,O,B+,B+,O
317126510123.0,8.63,8.84,A+,A+,A,A,A,A+,A,A+,O
317126510124.0,7.5,7.7,A,B+,B+,C,A,A,B+,A+,A+
317126510125.0,8.96,8.79,O,A+,A,A+,A,O,A,A+,O
317126510126.0,6.71,7.09,B,B,C,B+,C,O,B,A,A+
317126510127.0,9.67,9.33,O,O,A+,O,A+,O,A+,O,O
317126510128.0,,,B,B,P,F,P,A+,B,F,A
317126510129.0,9.08,8.74,A+,A+,A,O,A,O,A+,O,A+
317126510130.0,8.04,8.07,A,A+,B+,B+,B+,A+,A,A+,A+
317126510131.0,8.63,8.58,A+,A+,A+,B+,A,O,A,A+,A+
317126510132.0,8.92,8.84,O,A+,B+,A+,A,O,A+,A+,O
317126510133.0,8.38,8.23,B+,A+,A,B+,A+,O,A,A+,A+
317126510134.0,7.92,7.81,A+,A+,B+,A,C,O,B+,A,A+
317126510135.0,8.92,8.93,A+,A+,A,A+,A+,A+,A,O,A+
317126510136.0,7.46,7.3,A,A,P,A,B+,A+,B+,A,A+
317126510137.0,,,B+,B+,A,A,A,O,A,F,A+
317126510138.0,,,P,C,B+,F,C,B+,A,B+,A+
317126510139.0,8.92,8.84,A,O,A,A,A+,O,A+,A+,O
317126510140.0,9.33,9.19,O,O,A+,A,O,O,A,A+,O
317126510141.0,5.96,5.72,C,C,C,P,P,A+,B+,A,A+
317126510142.0,,,F,B+,B,P,B,A+,B+,B+,A
317126510143.0,8.25,8.07,A+,A,B+,B+,A,O,A,A+,A+
317126510144.0,8.38,8.14,A,A+,A,B+,A,O,A,A+,A+
317126510145.0,7.71,7.53,B+,A,B+,A,A,A+,B+,B+,A+
317126510146.0,7.79,7.65,B+,B+,B+,A+,B+,A+,A,A,A+
317126510147.0,,,P,B,P,B,C,A,B+,F,A+
317126510148.0,8.04,7.95,B+,A+,B+,A,A,O,B+,A,A+
317126510149.0,7.42,7.4,B,A,C,B+,B+,A+,A,A+,A+
317126510150.0,8.54,8.49,O,A,A,A+,B+,A+,A,A+,A+
317126510151.0,7.92,7.58,B,A+,A,B+,B+,O,B+,A+,A+
317126510152.0,7.92,7.93,B+,A,A,B+,B+,A+,A,A+,A+
317126510153.0,6.83,6.7,C,B,C,B+,B+,A+,B+,A,A+
317126510154.0,,,C,C,F,P,P,A+,B,F,A+
317126510156.0,9.33,9.3,A+,A+,A+,O,A+,O,A,O,O
317126510157.0,8.21,7.88,A,A,A,B+,A,O,A,A,O
317126510158.0,8.63,8.28,O,A+,A,B+,A,O,A,A+,A+
317126510159.0,,,F,F,P,P,F,A,B+,B+,A+
317126510160.0,8.29,8.14,B+,A+,A,A,A,A+,A,A+,A+
317126510161.0,,,P,B+,P,C,F,A+,A,B+,A+
317126510162.0,,,F,B,P,C,F,A+,A,B+,A+
317126510163.0,6.04,6.51,B,C,P,P,P,O,B+,A,A+
317126510164.0,,,F,F,F,F,F,I,C,F,I
317126510165.0,8.42,8.77,A+,A,B+,A,A+,A+,A,A+,A+
317126510166.0,7.46,7.58,A,B+,B+,B,A,A+,B+,B+,A+
317126510167.0,7.63,7.98,B,A,B+,B,B+,O,B+,A+,O
317126510168.0,8.38,8.28,A,A,A,A,A,O,A,A+,A+
317126510169.0,8.33,8.16,A+,A+,A,B+,B+,O,A,A,O
317126510170.0,9.0,8.86,O,A+,B+,A+,A+,A+,A,O,O
317126510171.0,7.42,7.26,C,A,B+,B+,B,A+,A,A+,A+
317126510172.0,7.04,7.21,C,A,B,B,B+,A+,A,B+,A+
317126510174.0,8.5,8.51,A+,A,A+,A,A,A+,A,A,O
317126510175.0,7.83,7.58,A,A,B+,B,B,O,A+,A+,A+
317126510176.0,9.54,9.42,O,A+,A+,O,A+,O,A+,O,O
317126510177.0,8.17,8.3,A+,A+,A,C,A,O,B+,A+,A+
317126510178.0,8.5,8.4,O,A,B+,B+,A,A+,A,O,O
317126510179.0,9.29,9.12,O,A+,A+,A+,A+,O,A+,A+,O
317126510180.0,9.04,8.79,A+,A+,A+,A,A+,O,A+,A+,O
317126514001.0,7.05,7.42,B,A,B,B,B+,A,A+,B+,
317126514002.0,8.0,8.12,A+,A+,B+,A,B+,A+,A,B+,
317126514003.0,5.86,6.56,P,B+,C,B+,P,A,A,C,
317126514004.0,,,P,P,F,F,F,B+,B+,B+,
317126514005.0,8.62,8.63,A+,A+,A,A,A,A+,A+,A+,
317126514006.0,7.9,8.3,A,A+,B+,A,A,B+,A+,B+,
317126514007.0,6.62,6.95,B+,B,P,B,B,A,A,A,
317126514008.0,7.76,8.19,A+,A+,B+,B+,B+,A,A,B+,
317126514009.0,7.33,7.49,A,B+,B+,B+,B,A,A,A,
317126514010.0,,,C,C,F,P,B,A,B+,B+,
317126514011.0,7.19,7.49,A,A,B+,C,B+,A,A,B+,
317126514012.0,7.0,7.4,B+,B+,B,C,B+,A,B+,A+,
317126514013.0,7.14,7.28,B,B+,A,B+,B,B+,A+,A,
317126514014.0,8.05,7.91,A+,A+,B,B+,B+,A,A+,A+,
317126514015.0,7.48,7.51,A,A,B,B+,B+,A+,A,B+,
317126514016.0,5.86,6.28,C,P,C,P,C,A,A,A+,
317126514017.0,7.33,7.51,A+,A,B,C,B+,A,A+,B+,
317126514018.0,,,C,P,C,F,P,F,A,B+,
317126514019.0,7.9,8.12,A,A,B,A,A,A+,A,A,
317126514020.0,8.76,8.77,O,A+,B+,A,A,O,A+,A+,
317126514021.0,7.67,7.86,A,A,B+,A,B,B+,A,A+,
317126514022.0,,,F,F,P,F,F,A,B+,B,
317126514023.0,7.67,8.21,A,A,A,B+,B+,A,A+,B+,
317126514024.0,7.9,7.98,A,A+,A,B+,B+,A+,A+,B+,
317126514025.0,,,B,P,P,P,F,A,A,B+,
317126514026.0,7.71,7.81,A,A,B,A,B,A+,A+,A,
317126514027.0,7.1,7.7,B+,B+,A,B,B,A+,A,B+,
317126514028.0,7.57,8.05,B+,A,B+,A,B,A+,A,A,
317126514029.0,,,F,P,P,P,F,A,A,B,
317126514030.0,7.81,8.21,A+,A,B+,B+,B+,A+,A+,B+,
317126514031.0,8.48,8.65,A+,A,A+,A,A,A+,A,A+,
317126514032.0,,,B+,B,F,C,C,A+,A,A,
317126514033.0,7.29,7.35,B,A,P,B+,B+,A+,A,A+,
317126514034.0,,,F,F,B,F,F,A+,A,B+,
317126514035.0,6.76,6.81,B+,B+,P,B+,C,A,A,A,
317126514036.0,8.86,8.95,O,A+,A+,A,A,A+,A+,A+,
317126514037.0,7.9,8.63,A+,A,A,B+,B,A+,A+,A,
317126514038.0,,,F,P,F,P,P,C,B+,B+,
317126514039.0,,,F,P,P,C,P,B,A,B,
317126514040.0,7.24,7.74,A,B+,B,B+,B+,A,A,B+,
317126514041.0,6.9,6.86,B,B+,B,B+,B,A+,A,B+,
317126514042.0,8.48,8.84,A+,A,A,A,B+,A+,A+,O,
317126514043.0,6.62,6.58,B+,B+,B,C,C,A,A+,B+,
317126514044.0,,,F,P,F,F,F,B,B+,B+,
317126514045.0,,,F,B+,C,B,P,A,A,B+,
317126514046.0,7.95,8.37,B+,A,B+,B+,B+,A+,A+,O,
317126514047.0,7.24,7.09,A+,B,A,B+,C,A,A+,B+,
317126514048.0,8.48,8.56,O,A+,A+,B+,B+,A+,A,A+,
317126514049.0,7.0,7.3,B+,B+,B+,B,B,A,A+,B+,
317126514050.0,6.76,6.67,B,B+,B,C,B,A,A+,A,
317126514051.0,7.71,7.7,B,B+,A,B+,B,O,A+,O,
317126514052.0,8.29,8.44,A+,A+,B+,B+,A,A+,A,A+,
317126514053.0,8.1,8.26,A+,A,B+,A,A,B+,A,A+,
317126514054.0,,,I,I,F,I,I,I,I,I,
317126514055.0,,,F,C,B,C,P,A,A,A,
317126514056.0,6.67,7.21,B,B+,B+,B,C,B+,A,A,
317126514057.0,8.43,8.49,A,A+,A,A+,A,A,A,A+,
317126514058.0,9.14,8.93,O,O,A+,A+,A,A+,A+,A+,
317126514059.0,8.95,8.74,O,A+,B+,A+,A,O,A,O,
317126514060.0,,,F,C,P,C,F,B+,A+,A+,
317126514061.0,,,P,C,F,P,P,B+,B+,F,
317126514062.0,7.19,7.77,B+,B+,B,A,C,A+,A,A,
317126514063.0,,,B+,B+,F,C,P,A+,A,B,
317126514064.0,7.67,7.81,A,A+,B+,B+,A,A,B+,B+,
317126514065.0,,,B+,C,F,B+,C,A,B,F,
317126514066.0,7.1,7.79,A,A,P,A,B,A,B+,B+,
317126514067.0,,,P,B+,C,C,P,A+,B+,F,
317126514068.0,,,P,F,F,F,F,C,B,C,
317126514069.0,7.76,8.56,B+,A+,B+,B+,A,A+,B+,A,
317126514070.0,7.0,7.6,B+,A+,C,B+,P,A,A,A,
317126514071.0,,,F,B+,C,P,P,A,B+,B+,
317126514072.0,7.43,7.21,A,A,B+,B+,B,A+,A,B+,
317126514073.0,7.81,8.05,A,A,A,A,B+,A+,A,B+,
317126514074.0,8.48,8.47,A,A+,B+,A+,A+,A+,B+,A+,
317126514075.0,8.9,8.95,A+,A+,A,A+,A,O,A,O,
317126514076.0,8.24,8.6,A,A,A,B+,A,A+,A,O,
317126514077.0,,,F,C,F,P,F,B+,B+,A,
317126514078.0,,,F,F,F,F,F,B+,C,F,
317126514079.0,8.62,8.77,O,O,B+,A+,A,A+,B+,A,
317126514080.0,8.86,8.84,A+,O,A+,A+,A,A,B+,O,
317126514081.0,7.33,7.35,B,A,B,B+,B+,A+,A,A,
317126514082.0,8.52,8.6,A+,A,B+,A,A,O,A,O,
317126514083.0,4.95,6.12,P,P,P,C,P,B+,C,B+,
317126514084.0,,,B,B+,P,B+,F,A+,B+,A,
317126514085.0,7.52,8.12,A,A,B+,A,B+,A,B+,B+,
317126514086.0,,,F,F,F,F,F,B+,B,F,
317126514087.0,7.9,8.05,A,A+,B+,A+,B+,A+,B+,B+,
317126514088.0,7.14,7.74,B+,A,A,B,C,A+,B+,A,
317126514089.0,,,C,B+,B+,B+,P,A,B+,F,
317126514090.0,,,F,F,F,F,F,B,B+,F,
317126514091.0,,,C,A,B,B,B,A+,B+,F,
317126514092.0,,,B,B+,B,B+,C,A,A,F,
317126514093.0,,,P,F,F,C,P,B+,B+,F,
317126514094.0,,,F,C,P,F,F,A,B,F,
317126514095.0,,,B,B,A+,A+,B,A,A,F,
317126514096.0,,,B+,B+,B,B+,B+,A+,A,F,
317126514097.0,,,B,B,F,B+,C,A,A,F,
317126514098.0,8.43,8.7,A+,A+,B+,A+,A,A+,A,A,
317126514099.0,,,P,P,C,B,P,A,B+,F,
317126514100.0,,,B+,B,C,P,C,A+,A,F,
317126514101.0,,,B+,B+,P,B+,P,A,B+,F,
317126514102.0,7.9,8.0,B+,A,A+,A,B+,A+,A,A,
317126514103.0,9.9,9.88,O,O,O,O,O,O,A+,O,
317126514104.0,7.43,7.72,B+,A+,B+,A,B+,A+,A,C,
317126514105.0,,,B,B+,F,B+,C,A+,B+,B+,
317126514106.0,,,B,A,A,B+,C,A+,A,F,
317126514107.0,,,B,B+,C,B,P,A+,B+,F,
317126514108.0,7.43,7.63,C,A+,P,A,B+,A+,A,A+,
317126514109.0,8.81,8.84,O,A+,B+,A+,A+,O,A,A,
317126514110.0,,,C,B+,C,B+,P,A,B+,F,
317126514111.0,,,B+,A,B+,B+,B+,A+,A,F,
317126514112.0,,,P,A,P,B+,C,A+,B+,F,
317126514113.0,,,F,P,F,F,F,B,B+,F,
317126514114.0,6.48,6.79,C,B+,C,B+,B,A,B+,B+,
317126514115.0,7.67,7.79,B+,A,A,B+,B+,A+,A,A,
317126514116.0,,,P,B,P,B,P,A+,A,F,
317126514117.0,,,P,B+,B,B+,P,A+,B+,F,
317126514118.0,,,A+,A,P,A,A+,A,B+,F,
317126514119.0,,,C,B,B,C,P,A,B+,F,
317126514120.0,,,C,B+,A,B,P,A+,B+,F,
317126514121.0,6.9,6.95,B,B+,A,B+,P,A,B+,A+,
317126514122.0,8.0,8.02,B+,A,B+,A,A,A+,A,A+,
317126514123.0,8.24,8.47,A,A,A,A+,B+,A+,A,A+,
317126514124.0,7.86,8.07,A,B+,B+,A,B+,A+,A,A+,
317126514125.0,6.76,7.0,B+,B,B+,B+,P,A,A,A,
317126514126.0,7.9,7.88,A,A,A+,A,B,A+,A,A,
317126514127.0,7.67,7.4,A,A,B+,A,B+,A,B+,A,
317126514128.0,6.95,7.05,A,B+,C,B,C,A+,A,A,
317126514129.0,9.19,9.21,O,A+,A+,A+,A+,A+,A,O,
317126514130.0,8.05,7.65,B+,A+,A+,A,B,A+,A,A+,
317126514131.0,8.1,8.16,A,A,A,A+,B+,A+,A,A,
317126514132.0,8.48,8.3,A+,A+,A,A+,B,O,A,A+,
317126514133.0,,,F,F,F,F,F,A+,B+,A,
317126514134.0,7.33,7.37,A,B+,B+,B+,B,A,A,A,
317126514135.0,9.57,9.58,O,O,A+,O,A+,O,A,O,
317126514136.0,,,C,P,F,C,F,A,B,A,
317126514137.0,9.0,8.91,A+,A+,A+,A+,A+,O,A,A+,
317126514138.0,9.1,9.09,O,A+,B+,A+,A+,O,A,O,
317126514139.0,8.24,8.28,A,A,A,A+,B+,A+,A,A+,
317126514140.0,,,C,F,F,F,F,A+,B+,A,
317126514141.0,8.29,8.35,A,A+,B+,A,A,A+,A,A+,
317126514142.0,9.43,9.16,O,O,A+,O,A,O,A,O,
317126514144.0,,,B+,C,P,C,F,A+,B+,A,
317126514145.0,7.62,8.4,A+,B+,P,B+,A,A+,B+,A+,
317126514146.0,5.62,6.23,B+,P,P,P,P,A+,B+,B+,
317126514147.0,6.76,6.58,B+,B,P,A,B,A+,B+,B+,
317126514148.0,8.71,8.77,O,A,B+,A+,A+,A+,A,A+,
317126514149.0,9.52,9.56,O,O,A+,A+,A+,O,A+,O,
317126514150.0,,,F,F,F,F,F,B,C,B+,
317126514151.0,8.38,8.7,A+,A,C,A+,A+,A+,A,A+,
317126514152.0,9.33,9.09,O,A+,A+,O,A+,A+,A,O,
