317126510004.0,,,C,F,P,P,P,B+,F,
317126510005.0,7.95,7.95,A,A+,A,A+,B,A,A,
317126510006.0,,,B+,A+,C,C,B,A,F,
317126510007.0,,,B+,B,P,B+,P,A,F,
317126510008.0,9.11,9.11,A+,O,A+,O,A,A+,A+,
317126510009.0,6.74,6.74,B+,O,P,C,P,A,A+,
317126510010.0,9.0,9.0,A+,O,A+,A+,A,A+,A+,
317126510011.0,7.11,7.11,A,B+,B,B,B+,A+,B+,
317126510012.0,8.53,8.53,A,O,A,A+,B+,A+,A+,
317126510013.0,9.26,9.26,A+,O,A+,A+,A,O,O,
317126510014.0,8.79,8.79,A+,A+,A,O,A,A+,A+,
317126510015.0,9.05,9.05,A,O,A+,A+,O,A,A+,
317126510016.0,8.84,8.84,A+,O,A,A+,A,A+,A+,
317126510017.0,7.47,7.47,A,A,A,A,C,A+,B+,
317126510018.0,7.21,7.21,A,B+,B,B+,C,A+,A+,
317126510019.0,7.16,7.16,A,B+,B+,B+,B,B+,A,
317126510020.0,9.16,9.16,A+,O,A+,A+,A,A+,O,
317126510021.0,8.26,8.26,A,O,B+,A,B+,A+,A+,
317126510022.0,8.32,8.32,A,O,A+,A,B+,A,A,
317126510023.0,8.42,8.42,A,O,A,A+,A,A,A,
317126510024.0,8.58,8.58,A,O,A,A,A,A+,A+,
317126510025.0,7.79,7.79,A,A,B+,A,B,A+,A+,
317126510026.0,6.89,6.89,B+,B+,C,B+,B+,A+,B+,
317126510027.0,7.79,7.79,A,O,B,B,B+,A,A+,
317126510028.0,,,B+,C,C,C,P,A,F,
317126510029.0,7.21,7.21,A,B+,B,B+,B+,A+,B+,
317126510030.0,8.89,8.89,A+,A+,A+,A,A,A+,O,
317126510031.0,6.58,6.58,B,O,B,C,P,A,B+,
317126510032.0,6.53,6.53,A,B+,C,C,C,A+,B+,
317126510033.0,6.74,6.74,B+,B+,B+,B,B,B+,B+,
317126510034.0,7.84,7.84,A,O,A,A,B,A,B+,
317126510035.0,8.32,8.32,A+,A+,A+,A,B+,A,A,
317126510036.0,9.42,9.42,A+,O,O,A+,A,O,O,
317126510037.0,9.0,9.0,A+,O,A+,A+,A+,A+,A,
317126510038.0,8.74,8.74,A+,O,A+,A+,B+,A,A+,
317126510039.0,8.79,8.79,A+,O,A+,A,B+,A,O,
317126510040.0,6.47,6.47,A,B,P,B+,P,A,A+,
317126510041.0,9.32,9.32,A+,O,O,A+,A,A+,O,
317126510042.0,7.84,7.84,B,O,A,A,A,A,B+,
317126510043.0,8.26,8.26,B+,O,B+,A,A,A+,A+,
317126510044.0,7.89,7.89,A,A,B+,A+,B+,A+,A,
317126510045.0,9.0,9.0,A+,O,A,A+,A+,A+,A+,
317126510046.0,,,B+,F,P,C,F,A,F,
317126510047.0,6.53,6.53,B+,C,C,B+,B+,B+,A,
317126510048.0,7.47,7.47,B+,A+,B+,A+,B,A,B+,
317126510049.0,5.58,5.58,B+,C,P,C,C,B,B+,
317126510050.0,9.26,9.26,A+,O,A,A+,A+,O,O,
317126510051.0,8.84,8.84,A,O,A+,A+,A,A+,A+,
317126510052.0,8.05,8.05,A,O,B+,B+,B+,A,A+,
317126510053.0,8.58,8.58,A+,O,B+,A+,A+,A,A,
317126510054.0,6.47,6.47,B+,B,C,A,C,B+,A,
317126510055.0,8.53,8.53,A,O,A,A+,B+,A+,A+,
317126510057.0,8.16,8.16,A,A,A,O,B+,A+,A,
317126510058.0,6.74,6.74,B+,O,P,P,B+,A+,B,
317126510059.0,7.95,7.95,A,O,A,A,A,A+,C,
317126510060.0,,,B,F,F,F,F,I,C,
317126510061.0,8.16,8.16,A,A,A,B+,B+,A+,O,
317126510062.0,,,C,F,F,P,F,B,F,
317126510063.0,7.37,7.37,B+,B+,C,A,B+,A,O,
317126510064.0,,,A,B+,B+,B+,B+,A+,F,
317126510065.0,9.0,9.0,B+,O,A+,A+,A+,A+,O,
317126510066.0,7.84,7.84,A,A,B+,B+,B+,A+,A+,
317126510067.0,8.26,8.26,A,A+,A,A+,A,A,A,
317126510068.0,7.63,7.63,B+,A+,B+,A,P,A+,O,
317126510069.0,8.68,8.68,A,O,A+,B+,A+,A,A+,
317126510070.0,8.53,8.53,A,A,A+,A+,A,A+,A+,
317126510071.0,8.68,8.68,A,A+,A+,A+,A,A+,A+,
317126510072.0,8.79,8.79,A,O,O,A,B+,A,O,
317126510073.0,8.42,8.42,A,O,B+,A,B+,A+,O,
317126510074.0,7.53,7.53,B+,A+,B+,A,B,A,A,
317126510075.0,8.37,8.37,A,A+,A,A+,B+,A+,A+,
317126510076.0,7.95,7.95,A,A+,A,A,B,A+,A,
317126510077.0,8.68,8.68,A+,A+,A+,A+,A,A+,A,
317126510078.0,8.68,8.68,A,O,A+,O,A,A,A,
317126510079.0,7.26,7.26,B+,A,B+,B+,C,A,A+,
317126510080.0,8.11,8.11,A,O,B+,A+,B,A,A+,
317126510081.0,,,B,P,F,P,F,I,F,
317126510082.0,6.16,6.16,B+,B+,P,P,P,A,A+,
317126510083.0,,,B,A,P,C,P,B,F,
317126510084.0,8.42,8.42,A,O,A,A,B,A+,O,
317126510085.0,6.11,6.11,B+,A,P,P,P,A+,B+,
317126510086.0,8.26,8.26,A,A+,A,A,B+,A+,A+,
317126510087.0,7.63,7.63,A,O,B+,A+,B,A,B,
317126510088.0,5.84,5.84,B+,C,C,P,P,A,A,
317126510089.0,,,A,B+,C,B+,F,A,B+,
317126510090.0,6.42,6.42,B+,B+,B,C,P,A,A,
317126510091.0,8.32,8.32,A,A+,A,A,B+,A,O,
317126510092.0,7.53,7.53,A,A,B+,A,B+,A,B+,
317126510093.0,8.26,8.26,A,A+,A,A,B+,A+,A+,
317126510094.0,7.58,7.58,A,A,B+,B,B+,A+,A,
317126510095.0,6.53,6.53,B+,B+,B,B,C,A,B+,
317126510096.0,9.37,9.37,A,O,A+,O,A+,O,O,
317126510097.0,8.47,8.47,A,O,A,A,A,A,A+,
317126510098.0,8.26,8.26,A,A+,A,A,B,A+,O,
317126510099.0,8.58,8.58,A,O,A,A,A,A+,A+,
317126510100.0,8.05,8.05,A,O,B+,B+,B+,A,A+,
317126510101.0,7.79,7.79,A,A+,B+,B,B+,A,A+,
317126510102.0,6.53,6.53,B+,B+,B+,B,P,A,B+,
317126510103.0,7.26,7.26,B+,B,B+,B,B+,A+,A+,
317126510104.0,8.47,8.47,A,O,A,A,B+,A,O,
317126510105.0,8.05,8.05,A,B+,A,A+,B+,A+,A+,
317126510107.0,8.37,8.37,A,A+,A,A+,B+,A+,A+,
317126510108.0,5.32,5.32,B,P,P,B,P,B+,B+,
317126510110.0,7.68,7.68,A,A+,A,A,C,A,A,
317126510111.0,,,B+,B+,B,B,B,A,F,
317126510112.0,7.21,7.21,A,O,B,B,C,B+,A,
317126510113.0,7.68,7.68,A,A+,B+,A,B,A,A,
317126510114.0,,,B+,P,C,B,C,A,F,
317126510115.0,6.05,6.05,A,C,C,B+,P,B+,B+,
317126510116.0,8.11,8.11,A+,A+,A,A+,B,A,A,
317126510117.0,8.53,8.53,A,O,A+,B,A,A+,A+,
317126510118.0,8.58,8.58,A,O,A,A,B+,A+,O,
317126510119.0,6.79,6.79,B+,B+,B+,A,P,B+,A,
317126510120.0,,,B+,P,C,B+,C,B+,F,
317126510121.0,8.58,8.58,A,O,A,A,A,A+,A+,
317126510122.0,7.68,7.68,A,A,A,B+,B,A+,A,
317126510123.0,9.11,9.11,A,O,A+,O,A+,A+,A+,
317126510124.0,7.95,7.95,A,O,B+,A+,B+,A,B+,
317126510125.0,8.58,8.58,A,O,A,B+,A,O,A+,
317126510126.0,7.58,7.58,A,A,B+,B+,B+,A,A,
317126510127.0,8.89,8.89,A+,O,A+,A+,A,A,A+,
317126510128.0,,,B+,B,A,B+,F,B+,B,
317126510129.0,8.32,8.32,A,A+,A,A,A,A,A+,
317126510130.0,8.11,8.11,A,A,A,A,B+,A+,A+,
317126510131.0,8.53,8.53,A,O,A+,A+,B+,A+,A,
317126510132.0,8.74,8.74,A,O,A,A,A+,A+,A+,
317126510133.0,8.05,8.05,A,A,A,A+,B+,A+,A,
317126510134.0,7.68,7.68,A,O,B,B+,B+,A+,B+,
317126510135.0,8.95,8.95,A,O,A+,O,A,A+,A+,
317126510136.0,7.11,7.11,B+,A+,B,P,B+,A,A,
317126510137.0,7.74,7.74,A,B+,A,O,B+,A,B+,
317126510138.0,,,B+,P,C,C,I,B+,C,
317126510139.0,8.74,8.74,A,O,A+,A,A,A+,A+,
317126510140.0,9.0,9.0,A+,O,A+,O,A,A,A+,
317126510141.0,5.42,5.42,B,C,C,B+,P,B+,C,
317126510142.0,5.95,5.95,B+,B,C,B+,C,B,B,
317126510143.0,7.84,7.84,B+,A+,B+,B+,A,A+,A,
317126510144.0,7.84,7.84,A,A+,A,A,B+,A,B+,
317126510145.0,7.32,7.32,B+,A+,B,A,B,A+,B+,
317126510146.0,7.47,7.47,B+,A+,B+,A,C,A+,A,
317126510147.0,6.58,6.58,B+,A,C,B+,P,A+,B+,
317126510148.0,7.84,7.84,B+,O,B+,B+,B+,A+,A,
317126510149.0,7.37,7.37,B+,B+,A,B+,C,A+,A+,
317126510150.0,8.42,8.42,A,O,A,A,B+,A+,A+,
317126510151.0,7.16,7.16,B+,A,A,A,B,A+,C,
317126510152.0,7.95,7.95,A,B+,A+,A,B+,A+,A,
317126510153.0,,,B+,C,B,B,B,A,F,
317126510154.0,6.37,6.37,B+,A,B,C,C,A+,C,
317126510155.0,6.79,6.79,A,B+,B+,P,B,A,B+,
317126510156.0,9.26,9.26,A,O,A+,A+,A+,O,O,
317126510157.0,7.47,7.47,A,A,B+,A,B+,A+,B,
317126510158.0,7.84,7.84,B+,A+,B+,B+,A,A+,A,
317126510159.0,,,B+,F,C,C,F,A,B+,
317126510160.0,7.95,7.95,A,A,A,A,A,A+,B+,
317126510161.0,,,A,F,B+,B+,C,A,A,
317126510162.0,5.74,5.74,B+,B,C,P,P,B+,B+,
317126510163.0,,,A,B+,B+,B+,F,A,A,
317126510164.0,,,B,F,F,F,F,A,F,
317126510165.0,9.21,9.21,A+,O,A+,O,B+,O,O,
317126510166.0,7.74,7.74,A,A+,B+,B+,B+,A,A,
317126510167.0,8.42,8.42,A+,A,A,A+,A+,A,A,
317126510168.0,8.16,8.16,A,A,A,O,A,A+,B+,
317126510169.0,7.95,7.95,A,A,A,A+,B+,A,A,
317126510170.0,8.68,8.68,A,A+,A+,A+,A,A+,A+,
317126510171.0,7.05,7.05,B+,B,B+,A,B+,A,B+,
317126510172.0,7.42,7.42,A,A,B+,B+,B+,A,B+,
317126510174.0,8.53,8.53,A,O,A+,A+,A,A+,B+,
317126510175.0,7.26,7.26,A,A,B+,B+,C,A,A,
317126510176.0,9.26,9.26,A,O,A+,O,O,A+,A+,
317126510177.0,8.47,8.47,B+,O,A+,A,A,A,A+,
317126510178.0,8.26,8.26,A,A+,A,B+,B+,O,A+,
317126510179.0,8.89,8.89,A,O,A+,A,A+,A+,A+,
317126510180.0,8.47,8.47,A,A+,A+,O,B+,A+,A,
317126514001.0,7.77,7.77,A+,A,A,C,A,A+,B+,A+
317126514002.0,8.23,8.23,B+,A,A,A+,A,O,B+,O
317126514003.0,,,B+,F,B+,B+,A,A+,B+,A+
317126514004.0,,,B+,F,P,P,B+,A,A,A
317126514005.0,8.64,8.64,A,A+,A,A+,A+,O,B+,O
317126514006.0,8.68,8.68,A,A,A+,A+,A+,O,A,A+
317126514007.0,7.27,7.27,B+,B+,B+,B+,B,A,A,A+
317126514008.0,8.59,8.59,A+,A,A+,B+,A,A+,O,A+
317126514009.0,7.64,7.64,A,A,B+,C,A,A+,A,A+
317126514010.0,6.32,6.32,B+,B,B+,P,C,A+,B,A
317126514011.0,7.77,7.77,A,B+,B+,B+,A,A+,A,A+
317126514012.0,7.77,7.77,A,A,B+,A,B,A+,A,A+
317126514013.0,7.41,7.41,A,C,A,C,A,A+,A+,A
317126514014.0,7.77,7.77,B+,A,A,B+,A,A+,B+,A+
317126514015.0,7.55,7.55,B+,B+,B+,B+,A,A,A,A+
317126514016.0,6.68,6.68,B+,A,C,C,C,A+,B+,A+
317126514017.0,7.68,7.68,B+,B+,A,B,B+,A,O,A+
317126514018.0,6.91,6.91,B,B,C,B,B+,A+,A,O
317126514019.0,8.32,8.32,B+,A+,A,A,A+,A+,A,A+
317126514020.0,8.77,8.77,B+,A+,A,A+,A,O,O,O
317126514021.0,8.05,8.05,A,A,A,A,B+,A+,A,A+
317126514022.0,,,B,F,P,F,F,A,A,A
317126514023.0,8.73,8.73,A,A+,A+,A,A+,A+,A+,A+
317126514024.0,8.05,8.05,A,A,A,B+,A,A+,A,A+
317126514025.0,,,B+,B+,P,F,P,B+,B,A
317126514026.0,7.91,7.91,A,B+,A,B+,A,A+,A,A+
317126514027.0,8.27,8.27,A,A,A,B+,A,A+,A+,O
317126514028.0,8.5,8.5,B+,A,A,A,A,O,O,O
317126514029.0,6.59,6.59,B+,P,C,B+,C,A,A+,A+
317126514030.0,8.59,8.59,A+,O,A,B+,A,A+,A+,A+
317126514031.0,8.82,8.82,A,O,A+,B+,A,O,O,A+
317126514032.0,6.55,6.55,A,B,P,P,B+,O,B+,A
317126514033.0,7.41,7.41,A,P,B+,A,B+,A+,A+,A
317126514034.0,5.95,5.95,B+,P,C,P,B+,A,B,A
317126514035.0,6.86,6.86,B,B,B,C,B+,A+,A+,A
317126514036.0,9.05,9.05,A,O,A+,O,A,O,A,O
317126514037.0,9.32,9.32,A,A+,O,A+,A+,O,O,O
317126514038.0,,,B+,P,C,F,B,A,B+,A
317126514039.0,,,B+,B,P,F,C,A,F,A
317126514040.0,8.23,8.23,B+,A+,A,A+,B+,O,B+,O
317126514041.0,6.82,6.82,B+,C,B,B,B+,A+,B+,A+
317126514042.0,9.18,9.18,A,A+,A+,O,A,O,O,O
317126514043.0,6.55,6.55,B+,P,B,C,B,A+,A,A+
317126514044.0,,,C,F,F,F,P,B+,I,A
317126514045.0,7.32,7.32,A,B+,B+,C,B+,A+,B+,O
317126514046.0,8.77,8.77,A,A+,A,A,A+,O,A+,O
317126514047.0,6.95,6.95,A,B+,C,B+,B,A,B,O
317126514048.0,8.64,8.64,A,A+,A+,B+,A,O,A+,O
317126514049.0,7.59,7.59,B+,B+,B,A,B+,A+,A,O
317126514050.0,,,A,C,F,P,B+,A,A,A+
317126514051.0,7.68,7.68,A,A+,B+,B,B,A,A+,A+
317126514052.0,8.59,8.59,A,A+,A,A+,A+,A+,A,A+
317126514053.0,8.41,8.41,A,A,A,A,A,A+,A+,O
317126514054.0,,,B,F,P,P,P,A,F,A
317126514055.0,6.59,6.59,A,P,B+,C,B+,A,B,A+
317126514056.0,7.73,7.73,A,B,A,B+,B+,A+,A,O
317126514057.0,8.55,8.55,A,A,A+,B+,A+,A+,A+,O
317126514058.0,8.73,8.73,A,A+,A+,A,A+,A+,A+,A+
317126514059.0,8.55,8.55,A,A,A,A+,B+,A+,O,O
317126514060.0,7.45,7.45,A,B,B+,C,B+,A+,A+,O
317126514061.0,5.82,5.82,B+,C,B,P,C,B,B+,B+
317126514062.0,8.32,8.32,B+,A+,A,B+,A+,A+,A+,A+
317126514063.0,8.0,8.0,A,A+,A,P,A,O,A+,A+
317126514064.0,7.95,7.95,A,A,A,B+,A,A,A,A+
317126514065.0,6.73,6.73,B+,B+,B,P,B,A,A,A+
317126514066.0,8.45,8.45,B+,A+,A+,B+,A+,A+,A+,A+
317126514067.0,7.55,7.55,A,C,B+,A,A,A,A,A+
317126514068.0,,,P,P,F,F,F,B+,C,B+
317126514069.0,9.32,9.32,A,O,A,O,O,O,A+,O
317126514070.0,8.18,8.18,A,B+,B+,A,A,A+,O,A+
317126514071.0,7.0,7.0,A,C,B,P,A,A,A+,A+
317126514072.0,7.0,7.0,B+,B+,A,P,B+,A,B+,A+
317126514073.0,8.27,8.27,A,B+,A,A+,A,A+,A,O
317126514074.0,8.45,8.45,B+,A+,A,A+,A,A+,A+,A+
317126514075.0,9.0,9.0,A,O,A,A+,A+,A+,O,A+
317126514076.0,8.95,8.95,A,A+,A+,O,A+,A+,A,O
317126514077.0,6.73,6.73,B+,C,B,P,A,A,A,A+
317126514078.0,,,C,C,P,F,P,B,B,A
317126514079.0,8.91,8.91,B+,O,A+,O,A+,O,B+,O
317126514080.0,8.82,8.82,B+,O,A,A,O,A+,A+,O
317126514081.0,7.36,7.36,B+,B+,A,B+,A,B+,B+,A
317126514082.0,8.68,8.68,B+,A+,B+,A+,A+,A+,O,O
317126514083.0,7.23,7.23,C,B+,B+,A,B+,A+,B+,A+
317126514084.0,6.95,6.95,C,B+,B,B,B+,A+,A,A+
317126514085.0,8.68,8.68,A,A,A+,A,A+,O,A+,A+
317126514086.0,,,P,F,P,F,P,C,C,B
317126514087.0,8.18,8.18,B+,A,A+,A,A+,A+,B+,A+
317126514088.0,8.32,8.32,B+,A,A,B+,A+,A+,O,A+
317126514089.0,7.36,7.36,B+,B+,A,B+,B+,A+,B,A+
317126514090.0,,,P,F,P,F,F,B,F,A
317126514091.0,7.09,7.09,B,B+,B+,B+,B+,A+,B,A+
317126514092.0,7.23,7.23,B,B+,B+,B,A,A+,B+,A+
317126514093.0,6.82,6.82,B,A,B+,C,B+,B+,B+,A
317126514094.0,,,C,F,P,F,C,A,A,A+
317126514095.0,7.64,7.64,B+,A,B+,A,A,A+,B,A+
317126514096.0,7.77,7.77,A,A,A,B+,A,A+,B,A+
317126514097.0,6.5,6.5,B+,C,B+,P,B+,A,B+,A
317126514098.0,8.95,8.95,A,O,A+,A+,B+,O,O,A+
317126514099.0,7.36,7.36,B+,B+,B+,B,B,A+,A+,A+
317126514100.0,7.36,7.36,B+,A,A,B+,C,A+,B+,A+
317126514101.0,5.91,5.91,C,P,B+,P,B,A,B,A+
317126514102.0,8.09,8.09,B,A+,A+,B+,A,A,A+,A+
317126514103.0,9.86,9.86,A+,O,O,O,O,O,O,O
317126514104.0,8.0,8.0,A,A,A,B,A+,O,B+,A+
317126514105.0,7.0,7.0,B,B+,B+,B,A,A,B,A+
317126514106.0,7.0,7.0,B+,A,B,B,B+,A,B,A+
317126514107.0,7.23,7.23,A,B+,A,B,B,A+,B,A+
317126514108.0,7.82,7.82,A,C,B+,B,A,O,O,O
317126514109.0,8.86,8.86,B+,A+,A+,A+,O,A,A+,O
317126514110.0,6.5,6.5,B,C,B+,B,B+,B+,B,A+
317126514111.0,7.91,7.91,B+,A+,A+,A,B+,A+,B,A+
317126514112.0,6.55,6.55,B+,P,B+,C,B+,A+,B,A+
317126514113.0,,,B,F,B,P,B,A+,C,A
317126514114.0,7.09,7.09,B,A,B+,A,B,B+,B+,A
317126514115.0,7.91,7.91,B+,A,A,A,A,A+,B+,A+
317126514116.0,6.59,6.59,A,P,B+,B,C,A,B+,A+
317126514117.0,6.82,6.82,B+,B,A,P,A,A+,C,A+
317126514118.0,7.91,7.91,B+,O,A+,A,B+,A+,C,A+
317126514119.0,6.32,6.32,B+,C,B,B,B,A,C,A+
317126514120.0,7.0,7.0,B+,C,B+,B,B+,A,A,A+
317126514121.0,7.0,7.0,B+,C,C,B+,B+,A,A+,A+
317126514122.0,8.05,8.05,A,A+,A+,B,A+,A+,B,A+
317126514123.0,8.68,8.68,A,A+,A,A+,A,A+,A+,O
317126514124.0,8.27,8.27,A,A+,A+,B,B+,O,A+,A+
317126514125.0,7.23,7.23,A+,C,B,B+,B+,A+,B+,A+
317126514126.0,7.86,7.86,A,A,A,C,A,A+,A,O
317126514127.0,7.14,7.14,B+,A,A+,P,B+,A+,B,A
317126514128.0,7.14,7.14,A,B+,B+,C,B+,A+,B+,A
317126514129.0,9.23,9.23,A,O,A+,A+,A+,O,O,A+
317126514130.0,7.27,7.27,A,B,A,C,A,A+,B+,A
317126514131.0,8.23,8.23,B+,A+,A+,A,A,A,A,A+
317126514132.0,8.14,8.14,A,A,A,B+,A,O,A,A+
317126514133.0,,,B+,P,F,B,P,B+,B+,A+
317126514134.0,7.41,7.41,A,B+,B+,B+,B+,A,B+,A+
317126514135.0,9.59,9.59,A,O,O,O,A+,O,O,O
317126514136.0,,,B+,P,C,P,C,B+,F,A
317126514137.0,8.82,8.82,A,A+,A+,A,A,O,O,A+
317126514138.0,9.09,9.09,A,O,A+,A,A+,O,O,A+
317126514139.0,8.32,8.32,B+,A,A+,A,A+,A+,A,A+
317126514140.0,,,B+,C,C,B+,C,A+,F,A+
317126514141.0,8.41,8.41,A,A+,A+,B+,A,A,O,A
317126514142.0,8.91,8.91,A,A+,A+,B+,A+,O,O,O
317126514144.0,6.73,6.73,B+,B,B+,P,B+,A+,B+,A
317126514145.0,9.14,9.14,A,O,O,O,A,A+,A+,A+
317126514146.0,6.82,6.82,B+,A,B+,C,B,A+,C,A+
317126514147.0,6.41,6.41,B+,B+,C,P,B,A+,B,A+
317126514148.0,8.82,8.82,A,O,A+,B+,A,O,O,A+
317126514149.0,9.45,9.45,B+,O,O,O,A+,O,O,O
317126514150.0,,,C,F,F,P,C,F,F,A
317126514151.0,9.0,9.0,A,O,A+,O,A,A+,A+,A+
317126514152.0,8.86,8.86,A,O,A+,A,A+,A+,A+,A+
317126514153.0,7.27,7.27,B+,B+,A,P,A,A,A,A+
317126514154.0,8.82,8.82,A,A+,B+,A+,A+,A+,O,O
317126514155.0,6.23,6.23,B,C,C,C,B+,A,B+,A
317126514156.0,9.09,9.09,A,O,A+,O,A,A+,A+,O
317126514157.0,,,B+,F,B,P,B+,A,A,A+
317126514158.0,8.18,8.18,A,A+,B+,A,B+,A+,A+,A+
317126514159.0,8.36,8.36,A,A+,A+,A,A,O,B,O
317126514160.0,,,C,F,P,C,C,A,B,A
317126514161.0,7.55,7.55,A,B+,B,B+,A+,A,B+,A+
317126514162.0,8.32,8.32,A,A,B+,A,A,A+,O,A+
317126514163.0,8.32,8.32,A,A+,A,B,A+,A+,A+,A+
317126514164.0,8.91,8.91,A,A+,O,B+,A,O,O,O
317126514165.0,7.55,7.55,A,B+,A,C,A+,A,B+,A+
317126514166.0,,,B+,F,C,F,C,A,B,A
317126514167.0,8.18,8.18,A,A+,A,B+,A+,A+,B+,A+
