317126508001,,,B,B+,P,B+,F,B+,A+,B+,A+
317126508002,7.62,7.78,B+,B+,B+,A,B,A,A+,A+,O
317126508003,9.23,8.97,A,A+,O,A+,O,A,O,A+,O
317126508004,9.12,9.25,A+,A+,A+,A+,A+,A,O,O,O
317126508005,8.38,8.91,B+,A,A,A+,A,A,O,A+,O
317126508006,7.38,7.85,B+,B+,A,B+,B+,B+,A,B+,A+
317126508007,8.88,8.68,A,A,A+,A+,A+,A,O,O,O
317126508008,8.46,8.72,B+,A,A+,A+,A,A,O,A,O
317126508009,,,P,F,F,P,F,P,B+,B,A
317126508010,9.15,9.13,A,A+,O,O,A,A+,O,A+,O
317126508011,7.96,8.05,B+,A,A,B,A,A,O,A,O
317126508012,,,F,P,F,F,P,F,C,F(Ab,F(Ab
317126508013,,,P,P,F,C,P,B,A+,C,A+
317126508014,,,P,F,F,B,F,P,B+,F,O
317126508015,,,F,F,F,F(Ab,F,F,F(Ab,F(Ab,F(Ab
317126508016,,,F,F,F,F,F,F,C,F,F(Ab
317126508017,,,B+,C,F,B,P,B+,A,B,A
317126508018,6.27,6.56,B,C,B,C,P,B+,A+,A+,A+
317126508019,8.58,7.9,A,A,A+,A+,A,A,O,A,O
317126508020,,,P,P,F,P,F,C,B+,C,A+
317126508021,7.92,7.61,A,A,B+,A+,B+,B+,A+,A,O
317126508022,5.96,6.47,B+,B+,P,B+,P,P,A+,C,O
317126508023,,,C,B,F,C,P,B,A,A+,A+
317126508025,5.19,7.3,P,C,P,P,P,P,A+,A,A+
317126508028,8.46,8.7,B+,A,A+,A,A,A+,O,A,O
317126508029,8.27,8.18,B,A,A,A+,A,A,O,A+,O
317126508030,,,P,P,F,F,F,P,B+,C,C
317126508031,8.27,8.65,B+,A,A,A,A,A,O,A+,O
317126508032,5.23,6.65,C,P,P,C,P,P,A+,B,O
317126508033,,,F,F,F,P,F,P,C,C,C
317126508034,7.12,7.55,B+,B+,B,A,P,B+,O,A+,O
317126508035,7.23,7.17,B,B+,B+,B+,C,A,A+,A+,O
317126508036,,,F,F,F,F,F,P,C,F,F
317126508037,,,F,F,F,F,F,P,F,C,C
317126508038,5.04,5.64,P,B,P,P,P,C,A,C,A
317126508039,,,P,P,P,P,F,B,A,B+,B+
317126508040,,,P,F,F,F,F,F,A,A,F
317126508041,,,F,P,F,C,F,F,B+,F(Ab,F
317126508042,6.31,7.01,B,B,B,B+,C,C,O,C,A+
317126508043,,,F,P,F,P,F,P,C,F,B+
317126508044,,,P,P,P,P,F,P,A+,C,B+
317126508045,7.08,,B+,B,B,B+,C,A,A+,A+,O
317126508046,5.73,6.34,P,B,P,C,B+,B,B+,B,A
317126508047,6.69,6.89,B,B+,B+,B+,P,B,A+,A,A+
317126508048,,,P,C,F,B,F,B+,A,C,A
317126508049,7.73,7.92,B+,A,B+,A+,B+,B+,A+,B+,O
317126508051,8.35,9.09,A+,A,A,A,B+,A,O,A+,O
317126508052,8.19,8.27,B+,A,A,A,A,A,O,A,O
317126508053,,,F,F,F,F,F,F(Ab,F(Ab,C,F(Ab
317126508054,,,F,F,F,F,F,F,A,C,A
317126508055,8.23,8.74,A,A,A,A,B+,A,O,A+,O
317126508056,,,P,F,F,P,P,C,A+,B+,A+
318126508L01,8.69,8.92,A,A,A,A+,A,A+,O,O,O
318126508L02,7.88,7.9,A,B+,B+,A,B+,A,O,A,O
318126508L03,8.96,8.92,A,A+,A,A+,A+,A+,O,O,O
318126508L04,8.46,8.52,B+,A,B+,O,A,A+,O,A+,O
318126508L05,5.54,6.19,P,B,P,C,C,C,A,B+,A+
318126508L06,6.81,6.58,B+,B+,P,B,B+,B+,O,B+,A+
318126508L07,8.35,8.27,B+,A,A+,A,A,A,O,A,O
318126508L08,8.69,8.46,A,A,A,O,B+,O,O,A+,O
318126508L09,8.19,8.25,B+,A,B+,B+,A+,A+,O,A,O
318126508L10,8.62,8.31,B+,A,A+,A+,A+,A,O,A,O
318126508L11,7.54,6.85,B+,B+,B,A,B+,A,A+,A,O
318126508L12,7.62,6.96,B+,A,C,A+,B+,A,A+,A,O
318126508L13,,,P,B,P,B+,F,B,A,A,O
318126508L14,7.88,7.79,B+,B+,B+,A,B+,A+,O,A,O
318126508L15,8.96,9.0,A+,A+,A+,A,A+,A+,O,A,O
318126508L16,8.12,7.96,A,A,B+,A,B+,A+,A+,A+,O
317126510001,6.12,7.43,P,B+,C,B,B,A,A+,B+,
317126510002,6.84,7.48,B,B+,B,B,B+,A,A+,A,
317126510003,6.24,6.28,P,B,B,C,A,B+,A+,B+,
317126510004,,,F,P,P,P,F,B+,A+,B+,
317126510005,7.08,7.42,B+,B+,B+,B,B+,A,A+,B+,
317126510006,5.36,6.43,P,B,C,P,C,B+,A,B+,
317126510007,5.32,,P,C,C,P,B+,B,B+,B,
317126510008,7.68,7.98,A,A,B+,A,A,B,A+,B+,
317126510009,5.76,7.0,C,B,C,P,C,A+,A+,B+,
317126510010,8.4,8.64,A,A,A,B+,A+,O,O,A+,
317126510011,7.6,7.43,B+,A,B+,B+,A,A+,A+,B+,
317126510012,7.88,8.57,B+,B+,A,A,A,A+,A+,A,
317126510013,7.92,8.62,B+,A,A,A,A,A,A+,A,
317126510014,8.32,8.39,A+,A,B+,B+,A+,A+,O,A+,
317126510015,8.32,9.0,A,A,A,A,A,O,A+,A+,
317126510016,7.96,8.45,A,B+,B+,A,A,A,O,A+,
317126510017,,,P,P,F,F,P,B+,A+,B+,
317126510018,5.28,6.2,C,P,P,P,C,A,A+,B+,
317126510019,7.16,7.23,B+,B+,B+,B+,B+,A,A,B+,
317126510020,8.4,8.97,A,A,A,A,A+,A+,O,A,
317126510021,7.72,7.74,B+,B+,B+,A,A,A,O,A,
317126510022,8.0,8.54,B+,A,B+,A,A+,A+,A+,A,
317126510023,8.4,8.61,A,A,A,A,A+,A+,O,A,
317126510024,7.32,8.22,B+,B+,B,B+,A,A+,A+,B+,
317126510025,6.04,7.22,C,C,C,B+,B,B+,B+,A,
317126510026,,,P,F,P,P,P,A,A+,B+,
317126510027,7.0,7.53,B+,C,B,B,A,A+,O,B+,
317126510028,,,C,P,P,C,C,F,A,B,
317126510029,7.2,7.16,B+,B,B+,B+,B+,A+,A+,B+,
317126510030,8.76,8.97,A,B+,A+,A+,O,O,O,B+,
317126510031,,,F,P,P,F,B,B+,A+,B,
317126510032,5.52,6.02,P,B,B,P,C,B+,A,B+,
317126510033,6.2,6.32,C,B+,B,B,C,B+,A+,B+,
317126510034,7.24,7.71,B+,B+,B+,B+,B+,A,A+,B+,
317126510035,7.96,7.96,A,A+,A,B,A,A+,A+,A,
317126510036,9.28,9.43,A,O,A+,A+,O,O,O,A+,
317126510037,8.56,9.02,A,A,A+,A,A+,A+,O,A,
317126510038,8.56,8.98,A,O,A,A,A+,A+,A+,A,
317126510039,7.68,8.71,B+,A,B+,B+,A,A,O,A,
317126510040,5.56,6.16,P,C,P,C,C,A,A+,A+,
317126510041,9.0,9.32,A+,A+,A+,A,A+,O,O,A+,
317126510042,5.84,,B,P,B,P,B+,B,A,B+,
317126510043,7.6,7.93,C,A,A+,B+,A,A,A+,A,
317126510044,7.4,,B,B+,A,B+,A,B+,A+,A,
317126510045,8.24,8.88,A,A,A,B+,A,O,O,A+,
317126510046,6.08,,C,B,B,C,B,A,A+,B,
317126510047,7.28,,A,A,A,P,B+,A,A+,A,
317126510048,5.88,7.28,C,C,C,P,B,A+,A+,A,
317126510049,5.76,,P,B,C,P,B+,B+,A,A,
317126510050,8.68,8.77,A,A+,A+,A+,A,O,O,B+,
317126510051,8.04,8.5,A,A+,B+,A,A,A+,A+,B+,
317126510052,5.88,7.73,P,C,C,P,B+,A+,A+,A,
317126510053,8.32,8.32,A,A,A+,B+,A,A+,O,A+,
317126510054,,,P,B,B,P,F,B+,A,A,
317126510055,8.12,8.7,A,A+,A,B+,A,A+,A+,A,
317126510057,7.56,8.09,A,B+,A,B+,B,A+,A+,A,
317126510058,5.04,5.91,P,P,C,P,B,C,A,B,
317126510059,8.32,7.96,A,A,A,A,A,O,O,A,
317126510061,8.04,8.5,A,B+,A,A,B+,A+,A+,O,
317126510062,,,F,F,F,F,F,C,B,A,
317126510063,6.52,7.51,B,C,C,B+,B+,A,A,A,
317126510064,7.04,7.21,B+,B,B+,B+,B+,B+,A,A,
317126510065,9.0,9.25,A+,A+,A,A,O,A+,O,O,
317126510066,8.12,8.33,A,B+,A,A+,A,A,A+,A,
317126510067,8.48,8.57,A+,A,A,A+,A,A+,A,A+,
317126510068,7.0,7.54,B,B+,B+,B+,B+,A,A,B+,
317126510069,7.56,8.52,B+,B+,B+,B+,A,A+,A+,A,
317126510070,8.68,8.54,A,A+,A+,A,A+,A,O,A+,
317126510071,7.92,8.39,B+,A,A,A,A,A,A+,A,
317126510072,7.92,8.65,B+,A,B+,A,A,A+,A+,A+,
317126510073,8.08,8.47,A,A,A,A,A,A,A+,A,
317126510074,7.12,7.61,B,B,B+,B+,A,A,A,A,
317126510075,7.32,8.07,B+,B+,A,B+,B+,B+,A,A,
317126510076,8.72,8.61,A,A,A,A+,O,A+,A+,A+,
317126510077,7.16,7.87,B+,C,B+,B+,B+,A,A+,A+,
317126510078,8.76,8.86,A,A+,A+,A,A+,A+,A+,O,
317126510079,5.36,6.67,P,P,C,C,C,B+,A,A,
317126510080,8.24,8.59,A,A,A,A,A,A+,A+,A+,
317126510082,,,F,P,F,C,F,B+,A,B+,
317126510083,,,C,F(Ab,B,C,B+,B+,A,A,
317126510084,7.52,8.48,B,B,B+,A,A,A,A+,O,
317126510085,,,P,F,F,B,F,B,C,A,
317126510086,7.64,8.22,B,B+,A,A+,A,B+,B+,A+,
317126510088,,,C,P,B,B+,F,B+,A,A,
317126510089,5.96,6.5,C,C,B,B,C,B+,A,A,
317126510090,,,P,F,F,F,F,B+,B+,B+,
317126510091,8.08,8.51,B+,A,A,A+,A,A,A+,A,
317126510092,8.04,7.97,B+,B+,A+,A,A,A,A+,A+,
317126510093,8.32,8.64,A,A,A,A+,A,A,A+,A+,
317126510094,7.16,7.14,B+,B+,B+,A,B+,B+,B+,B+,
317126510095,,,C,P,F,C,P,B+,A,A,
317126510096,8.68,9.26,A+,A+,A,A+,A,A+,A+,A+,
317126510097,7.76,8.46,B+,A,A,A,B,A+,A+,A+,
317126510098,7.8,8.29,B+,B+,B+,A,A,A+,A+,A+,
317126510099,7.8,8.3,B+,B+,B+,A,A+,A,A+,A,
317126510100,7.2,7.79,B+,B,B,B+,A,A,A+,A,
317126510101,7.0,7.76,B,C,B,B+,A+,B+,A+,A,
317126510102,7.08,6.84,B,B+,B+,A,B,A,A,A,
317126510103,5.12,6.04,P,P,P,B,P,B+,A,B+,
317126510104,7.84,8.03,B+,A,A,B+,B+,A+,A+,O,
317126510105,7.24,7.96,B+,C,A,A,B,A,A,A+,
317126510107,7.44,8.08,B+,B,B+,B+,A,A,A+,A+,
317126510108,5.28,,P,P,C,B+,P,B+,B,B+,
317126510110,7.44,7.89,A,A,B+,B+,B+,A,A,B+,
317126510111,6.04,,B+,C,C,B+,P,B+,B+,A,
317126510112,7.2,7.75,B+,B,B+,B+,A+,B,A,B+,
317126510113,6.36,7.68,C,C,B+,B+,B,B+,B+,A,
317126510114,,,P,P,P,C,P,F,B,B+,
317126510115,4.8,,P,P,C,C,P,C,B,B+,
317126510116,8.04,8.36,A,B+,A,A,A+,A,A+,B+,
317126510117,8.84,8.43,A,A+,A+,A+,O,A,A+,A,
317126510118,8.4,8.91,A,A,A,A+,A,A+,A+,A+,
317126510119,6.28,7.0,B,C,B,B,B,B+,A,A,
317126510120,5.72,,P,C,C,B+,C,B,A,A,
317126510121,8.04,8.48,A,B+,A,A,B+,O,A+,A+,
317126510122,,,F,C,B,C,C,F,B+,A,
317126510123,8.12,8.73,A,B+,B+,A,A,O,O,A+,
317126510124,7.24,7.68,B+,B+,B+,B,B+,A,A+,A+,
317126510125,8.6,8.92,A,A+,A,A,A+,O,A+,A+,
317126510126,5.2,6.29,C,P,P,P,C,B+,B+,A+,
317126510127,8.16,9.07,A,A,B+,B+,A+,O,A+,A+,
317126510128,,,P,P,P,P,F,F,F(Ab,A,
317126510129,8.28,8.71,A,B+,A,A,A,O,O,A+,
317126510130,7.72,8.0,B+,B+,A+,B+,B+,A,A+,A+,
317126510131,8.28,8.71,A,A+,B+,A,A,A+,A+,O,
317126510132,7.68,8.54,A,A,B+,C,A,A+,A+,O,
317126510133,8.04,8.18,A,B+,A,B+,A+,A+,A,A+,
317126510134,7.56,7.8,B+,B+,A,C,A+,A+,A,A+,
317126510135,8.32,8.8,A,A,B+,A,A+,A+,A+,O,
317126510136,,,F(Ab,P,P,P,C,B+,A,B+,
317126510137,8.16,8.03,A,A,B+,B+,O,A,A+,A+,
317126510138,,,P,F,F(Ab,P,F,A,A,A,
317126510139,8.56,8.9,A,A,A,A,A+,O,O,A+,
317126510140,8.32,9.05,B+,A,A,A,A,O,O,O,
317126510141,,,F,F,F,F(Ab,F,B+,B+,B+,
317126510142,5.96,,B,C,C,C,B+,B+,B,A,
317126510143,6.8,7.8,C,A,B,B,B+,A,A+,A,
317126510144,8.08,8.36,B+,A,A+,B+,A,A+,A+,A+,
317126510145,7.8,7.89,B+,B+,B+,B+,A+,A+,A+,A+,
317126510146,5.8,7.17,C,C,C,C,C,A,A,A+,
317126510147,,,P,F(Ab,F,F,F(Ab,B+,B+,B+,
317126510148,7.56,7.91,B,B+,A,B+,A,A+,A+,A,
317126510149,7.16,7.49,B+,B+,B+,C,B+,A+,A+,A+,
317126510150,8.2,8.63,A,B+,A,A,A,O,A+,A+,
317126510151,7.68,7.61,A,A,B,B+,A,A,A+,A+,
317126510152,8.44,8.26,A,A+,A,A,A,O,A+,A+,
317126510153,5.72,6.46,B,C,P,C,B,B+,B+,A,
317126510154,4.88,,P,P,P,P,C,B+,B+,B+,
317126510156,8.16,8.97,A,A,A,B+,A,O,A+,A+,
317126510157,7.56,7.92,A,B+,B+,C,A,O,A+,A+,
317126510158,7.4,8.22,B,B+,B+,B+,A,A+,A+,A,
317126510159,5.72,,C,C,P,C,C,A,A+,A+,
317126510160,7.28,7.84,A,A,B+,B,B,A,A,A+,
317126510161,,,C,P,C,C,C,B+,F,A+,
317126510162,,,C,F,C,P,C,A,A+,A+,
317126510163,,,F,F,F,F,F,B+,A+,A,
317126510164,,,F,F,F,F,F,F(Ab,F(Ab,F(Ab,
317126510165,8.04,8.66,A,B+,B+,A,A,O,A+,A+,
317126510166,7.48,7.71,A,B+,B,B+,B+,A+,A+,A+,
317126510167,,,B+,B+,C,C,B+,A+,F,A,
317126510168,8.52,8.58,A+,A+,A,B+,A+,A+,A+,A+,
317126510169,8.08,8.26,B+,A,A,A,A,A+,A+,A+,
317126510170,8.56,8.97,A,A,A,A,A+,O,O,A+,
317126510171,7.84,7.51,B+,A,B+,B+,A,O,A+,A+,
317126510172,7.68,7.49,A,A,B+,B,A,A+,A,A+,
317126510174,7.96,8.42,A,A+,B+,B+,A,A,A+,A+,
317126510175,8.16,8.08,A,A,A,B+,A,O,A+,A+,
317126510176,8.96,9.38,A+,A,A+,A+,A+,A+,A+,O,
317126510177,7.56,8.12,B+,B+,B+,B+,A,A+,A,A+,
317126510178,8.0,8.5,A,A,B+,A,A,A+,A+,A,
317126510179,8.44,8.98,A,A+,A+,B+,A,O,A+,A+,
317126510180,8.4,8.8,A+,A,A,A,A,A+,A+,A+,
318126510L01,,,P,B,P,C,P,F,A,B+,
318126510L02,8.2,8.06,B+,A+,A,A,A,A,O,A+,
318126510L03,6.84,6.61,B,B+,B+,B+,B,B+,A,A,
318126510L04,,,P,B,B,C,B+,A,F,B+,
318126510L05,7.64,7.67,B+,B+,B+,B+,A,A+,A+,A+,
318126510L06,5.48,,C,C,C,P,P,B+,A+,A+,
318126510L07,5.16,5.22,C,C,P,P,C,B,B+,A,
318126510L09,6.84,6.86,B+,B+,B,C,B+,A,A,A+,
318126510L10,6.24,6.55,B,B,B+,C,P,A,A+,A,
318126510L11,,,P,F,C,F(Ab,F,C,A,B+,
318126510L12,7.92,7.84,B+,A,A,B+,A,A+,A+,A+,
318126510L13,7.76,7.57,B+,A,A+,B+,B+,B+,A+,A+,
318126510L14,6.44,5.94,B,B+,B,B+,C,B,A,A,
318126510L16,6.72,6.8,B,P,B+,B+,B+,B+,A+,A,
318126510L17,6.68,6.59,B,C,B,B+,B+,B+,A+,A,
318126510L18,7.6,7.22,B+,B,A,A,B+,B+,A+,O,
318126510L19,,,F,F,F,F,F,B+,B+,B+,
318126510L20,5.4,6.29,P,C,C,C,P,A,A,A,
318126510L21,,,P,P,B,C,P,F,A,A,
318126510L22,,,B+,B+,A,A,B,F,A+,B+,
318126510L23,6.68,6.47,B,B+,B+,B+,C,B+,A,A,
318126510L24,6.84,6.69,C,B+,B,A,B+,B+,A,A,
318126510L25,8.28,8.39,A,A+,A,B+,A,O,A+,A+,
318126510L26,8.0,8.22,A,A,B+,B+,A+,A+,A+,A,
318126510L27,,,C,P,P,P,F,B+,F(Ab,A,
318126510L29,,,B,C,C,C,F,A,B+,A+,
318126510L30,8.16,8.29,A,A,A,B+,A,O,A+,A+,
318126510L31,,,C,B,P,P,F,A,B+,A,
315126514173,,,F,F,F,F(Ab,F,F(Ab,F(Ab,F(Ab,
316126514119,,,F,F,F(Ab,F(Ab,F(Ab,F(Ab,F(Ab,F(Ab,
317126514001,5.82,,B+,P,P,B,P,B+,B+,A+,
317126514002,7.5,7.71,A+,B,B,A,B+,B+,A+,A+,
317126514003,,,P,P,P,C,P,C,F,B,
317126514004,,,F,F,F,F,F,F,F,B+,
317126514005,7.64,8.08,A,B+,B,A,B+,A,A+,A+,
317126514006,7.27,7.63,B+,B,B+,A,B+,B+,A,A+,
317126514007,6.14,6.67,B,C,B,B,B,B,A,B+,
317126514008,7.32,7.85,A,B+,B+,B+,B,A,A,A,
317126514009,6.68,6.93,A,B,C,A,C,B+,B+,A,
317126514010,,,B,P,P,P,F,P,B,B+,
317126514011,,,C,P,C,P,F,B,A,B+,
317126514012,,,C,F,P,P,F,F,A,A+,
317126514013,,,B+,C,B,B,F,C,B+,A,
317126514014,6.27,7.2,B+,C,B,B+,C,B,B+,A,
317126514015,6.41,6.84,B+,C,P,A,P,B+,A+,A+,
317126514016,,,C,P,F,F,F,F,A,A,
317126514017,7.0,7.11,B,B+,B,B+,B+,B+,A,A+,
317126514018,5.23,5.71,B,P,P,C,P,B,B+,B+,
317126514019,7.23,7.47,A,B+,B,A,B+,B+,B+,A,
317126514020,9.18,8.84,O,A+,A+,A+,A+,A,O,O,
317126514021,,,A,C,F,B+,B+,F,A+,A,
317126514022,,,F,F,F,F,F,F,B,B+,
317126514023,6.23,7.4,B,C,P,B+,B+,B,A,A,
317126514024,7.27,7.6,A,B+,B,B+,B+,B+,A,A+,
317126514025,,,B+,C,P,C,F,C,B+,A+,
317126514026,7.86,7.6,A+,B+,B,A,B+,A,A+,O,
317126514027,6.68,7.22,B,B,C,B+,B,B+,A+,A+,
317126514028,6.91,7.62,A,B,B+,B+,B,B,A+,B+,
317126514029,,,P,F,F,F,F,F,C,B+,
317126514030,7.0,7.43,A,C,C,A,B+,B+,A,A+,
317126514031,7.77,8.1,B+,A,B+,A,A,B+,A+,A+,
317126514032,5.95,6.51,B+,C,C,B,C,C,B+,A+,
317126514033,6.18,6.74,C,C,C,B,B,B+,A,A+,
317126514034,,,F,F,F,F,F,F,F,B+,
317126514035,,,P,F,P,C,P,C,B,A+,
317126514036,8.82,8.91,A+,A+,A,A+,A+,A,A+,O,
317126514037,7.77,8.11,A,B,B+,A,A+,B+,A+,A+,
317126514038,,,F,F,F,F,F,C,C,B+,
317126514039,,,F,F,F,P,F,P,C,B+,
317126514040,6.82,7.22,B+,B,C,A,B,B,A+,A+,
317126514041,5.45,6.11,B,P,C,C,P,B,B+,A,
317126514042,7.45,8.33,B+,B+,A,B+,B,B+,A+,O,
317126514043,,,C,F,P,P,P,B,A+,A,
317126514044,,,F(Ab,F,F,F(Ab,F,F,F,B+,
317126514045,,,C,F,P,B,P,B,A,A,
317126514046,8.0,8.02,A,B+,B+,A+,B+,A,O,A+,
317126514047,5.59,,B+,P,P,P,B,B,B+,A,
317126514048,7.5,8.06,B+,B+,B+,A,A,B,A+,A+,
317126514049,6.95,6.99,B+,B+,P,B+,B+,B+,A+,A+,
317126514050,,,B+,C,P,B+,F(Ab,B+,A,A+,
317126514051,6.77,7.18,B,B+,B,B+,B+,B,B+,A+,
317126514052,7.91,8.08,A,A,B+,B+,A,A,A+,A+,
317126514053,7.64,7.94,B+,A,B,A,A,B+,A+,A+,
317126514055,,,P,F,F,C,F,F,C,A,
317126514056,6.36,6.7,B,B+,C,B,C,B+,A,A,
317126514057,7.23,7.78,B+,B+,B,B+,B+,B+,A+,A+,
317126514058,8.32,8.71,A,A+,A,A+,A,B+,A+,A+,
317126514059,7.77,8.41,A,A,C,B+,A+,A,A+,A+,
317126514060,,,P,P,F,P,F,F,B+,A,
317126514061,,,C,P,P,F,C,F,F,C,
317126514062,,,B,P,P,P,P,P,F,B+,
317126514063,,,A,P,F,F,C,F,A,A,
317126514064,7.05,7.37,B+,B+,C,B+,A+,B,A+,B+,
317126514065,,,A,P,P,F,B,P,B,B+,
317126514066,5.95,6.98,B+,B,C,P,B,C,A,A,
317126514067,,,B+,C,C,F,B,C,A,A,
317126514068,,,P,F,F,F,F,F,F(Ab,F(Ab,
317126514069,6.27,7.54,B+,P,B,C,A,P,A,O,
317126514070,,,B,F,F(Ab,F,F,F,B,F(Ab,
317126514071,,,C,P,P,F,P,P,F,A,
317126514072,7.0,6.97,B+,C,B+,B+,B+,C,O,O,
317126514073,5.64,6.99,B+,C,C,C,B,P,B,A,
317126514074,8.36,8.21,A+,A,A+,A,A+,B+,A,A+,
317126514075,,,A,B+,F(Ab,B+,F(Ab,F(Ab,A,A,
317126514076,6.95,7.87,A+,C,B+,B,B+,C,A,O,
317126514077,,,C,F,F,F,F(Ab,F,F,B+,
317126514078,,,F(Ab,F(Ab,F,F(Ab,F(Ab,F(Ab,F(Ab,F,
317126514079,8.0,8.44,A+,B+,A+,A,A+,B,A,A,
317126514080,8.59,8.68,A+,B+,A+,A,A+,A+,A,O,
317126514081,6.23,6.61,B+,C,B+,B,C,C,A,A,
317126514082,7.73,8.22,B+,B+,A+,B,A,B+,A+,O,
317126514084,,,B+,F,B+,P,B+,P,A,A,
317126514085,8.23,7.91,A+,B+,O,A,A,B+,B+,O,
317126514086,,,F,F,F(Ab,F,F,F(Ab,F(Ab,F(Ab,
317126514087,6.09,7.02,B+,B,B,C,B,P,B+,A+,
317126514088,5.41,6.69,B+,P,B,P,P,P,A,A,
317126514089,,,C,B+,B,P,P,B,F,A,
317126514090,,,F,F,F,F,F,F,F,F,
317126514091,,,B,C,P,C,P,P,F,A,
317126514092,,,F,F,F,F,F,F,F(Ab,F(Ab,
317126514093,,,C,F,P,P,C,P,F,A,
317126514094,,,F,F(Ab,F,F,F,F,F,F(Ab,
317126514095,7.41,7.26,A,B+,B+,B+,A,B,A,A+,
317126514096,5.91,6.6,B+,P,B,P,B+,P,A,A+,
317126514097,,,B,F,C,F,P,P,B+,A,
317126514098,7.73,8.21,A,B+,B+,B+,A,B+,A+,O,
317126514099,,,P,P,F,F,P,P,B+,A,
317126514100,,,C,C,F(Ab,P,B,F(Ab,B+,A+,
317126514101,6.5,6.48,A,B,B,C,A,P,A,A,
317126514102,7.09,7.48,A+,B,B+,B+,B+,B,B,A+,
317126514103,9.5,9.75,O,O,O,O,A+,A,A+,O,
317126514104,6.14,7.08,B+,C,B+,P,C,B+,B,A+,
317126514105,,,B+,F,B,P,P,P,A,A,
317126514106,6.05,6.64,B+,P,B+,P,B,C,A,A+,
317126514107,,,B,F,F,F,C,P,F(Ab,A,
317126514108,,,C,C,B,F,B,C,F,A,
317126514109,8.73,8.68,A+,A,O,A+,A+,B+,A+,A+,
317126514110,5.18,5.8,B,P,C,C,P,P,B+,A,
317126514111,6.32,6.85,A,C,B,P,B,B,A,A+,
317126514112,,,C,P,P,P,F,F,B,A,
317126514114,6.14,,B,C,A,C,B+,P,B+,A,
317126514115,7.18,7.47,A,B,A,B,A,B,A,A,
317126514116,,,C,P,F,P,F,F,B,A+,
317126514117,,,P,F,P,F,F,F,F(Ab,F,
317126514118,7.59,7.66,A,B+,A,B+,A+,B,B+,A+,
317126514119,,,P,P,C,F,F,F,C,A,
317126514120,6.0,,B+,B,B+,C,P,C,B,A+,
317126514121,7.32,6.86,A,A,A,A,C,B,B+,A+,
317126514122,6.95,7.55,A,C,B+,B+,B+,C,A+,A+,
317126514123,7.23,7.94,A+,C,B,A,A+,B,B+,A,
317126514124,5.95,7.3,C,C,B+,C,B+,P,B+,A+,
317126514125,,,B+,C,B,P,F,P,B+,B,
