318126514L21,,,F,P,F,C,C,C,A,B+
318126514L22,6.36,6.36,B+,C,C,C,B+,B+,A,A
318126514L23,6.82,6.82,B,C,C,C,A,A+,A+,A+
318126514L24,8.18,8.18,A,A,A,B+,A,A+,O,A
318126514L25,,,F(Ab,F(Ab,F(Ab,F(Ab,F(Ab,F(Ab,F,B+
318126514L26,8.95,8.95,A+,A,A+,A+,A+,A+,O,A+
318126514L27,,,B+,B,B,B,B+,B+,F,A
318126514L28,7.5,7.5,A,B+,B+,B+,B+,B+,O,A
318126514L29,6.59,6.59,B+,C,P,B,B+,A,A+,A
318126514L30,7.77,7.77,B+,A,B+,B+,B+,A+,O,A
318126514L31,6.0,6.0,C,C,B,B,C,C,O,A
318126514L32,6.77,6.77,A,C,B+,C,B+,B+,A,A
318126514L33,,,F,F,F,P,F,B,A,B+
318126514L34,7.68,7.68,B+,A,B+,B,A,A+,A+,A
318126514L35,7.86,7.86,A,B+,A,B+,A+,A,A+,B+
318126514L37,5.55,5.55,B,C,C,P,C,B+,B+,B
318126514L38,7.77,7.77,A+,B,B+,B+,B+,A+,O,A
318126514L39,7.5,7.5,A+,A,B+,B+,B+,B+,A,B+
318126514L40,7.77,7.77,A+,A,B,A,B+,B+,O,A
318126514L41,7.59,7.59,A+,B+,B+,B+,A,B+,A+,B+
318126514L42,,,C,F,F,P,P,C,A,B+
318126514L43,,,B+,F(Ab,P,B+,B,C,A,B+
318126514L44,,,F,F,F,C,P,P,B+,A
318126512L01,8.04,8.04,B+,A+,A,B,A+,B+,O,O
318126512L02,6.65,6.65,P,A,A,C,A,C,A,A+
318126512L03,7.52,7.52,B+,A,A,B+,A+,C,A+,A+
318126512L04,7.78,7.78,B+,A+,A+,B+,B+,B,A+,O
318126512L05,6.57,6.57,P,A,A,B+,B,P,A,O
318126512L06,6.26,6.26,B+,A,A+,P,P,P,B+,A+
318126512L07,6.52,6.52,B,A,A,B,B,P,A+,B+
318126512L08,6.7,6.7,C,A,A,C,A,P,A+,A+
318126512L09,,,F,A,C,F,P,F,A,A+
318126512L10,7.78,7.78,A,A+,A+,B+,A,C,A+,A+
318126512L11,,,C,B+,B+,P,P,F,A+,A+
318126512L12,6.74,6.74,B,A,A,P,B+,C,A+,A+
318126512L13,6.13,6.13,C,B+,A,B+,P,P,A,A
318126512L14,7.22,7.22,B,A+,A+,B+,C,C,A+,O
318126512L15,6.91,6.91,B,A,A,C,A,C,A,A+
318126512L16,6.0,6.0,P,B+,A,B+,P,C,A,B
318126512L17,7.09,7.09,B+,B+,B+,A,A,C,A,A
318126512L18,8.13,8.13,A,A+,A+,B+,A,B+,A+,A+
318126512L19,8.48,8.48,A+,A+,A+,B+,A+,B+,A+,O
318126512L20,5.52,5.52,P,B,B,P,C,C,B+,A+
318126512L21,6.61,6.61,B,A,A,C,B+,P,A,A+
318126512L22,,,P,C,B,F,F,F,B+,B
318126512L23,7.35,7.35,B,A,A+,B+,B+,B,A+,A
318126512L24,8.39,8.39,A+,A+,A,A,A+,B+,A+,A+
318126512L25,6.91,6.91,A,A,B+,P,A,C,A,A+
318126512L26,6.96,6.96,B+,A,B+,B,A,C,A,A
318126512L27,7.87,7.87,B+,A+,A,B+,A,B+,A+,A+
318126512L28,,,B,C,B+,P,F,B+,A,A
318126512L29,6.13,6.13,B,B+,B,P,B,C,A,A+
318126512L30,6.39,6.39,C,A,A,C,B+,P,A,A
318126512L31,,,B,C,B,P,F,P,A,A
318126512L32,7.39,7.39,P,A,A,A,A,B,A+,O
318126512L33,8.35,8.35,A,A+,A,A,A+,B+,A+,O
318126512L34,,,F,B,B,P,C,P,A,A+
318126512L35,8.61,8.61,A,A+,A+,A+,A+,B+,A+,O
318126512L36,6.7,6.7,C,A,A,C,B,C,A+,O
318126520L01,8.92,8.92,A,A+,A+,A+,A+,A,O,O
318126520L02,7.84,7.84,B,A,B+,B+,A+,A,A+,O
318126520L03,8.8,8.8,A,A,O,A,A+,A,O,O
318126520L04,8.8,8.8,A+,B+,A+,A+,A+,A,O,O
318126520L05,7.52,7.52,B,B+,A+,B+,B+,B+,A+,A+
318126520L06,8.6,8.6,A,A+,A+,A,A+,A,A+,A+
318126520L07,7.32,7.32,B+,B+,A,B,B+,B+,A+,A+
318126520L08,7.32,7.32,B,A,B+,A,B+,C,O,A+
318126520L09,9.12,9.12,A,A,O,A+,O,A,O,O
318126520L10,8.84,8.84,A+,A+,A+,B+,A+,A+,O,O
318126520L11,9.32,9.32,A+,A+,O,A+,A+,A+,O,O
318126520L12,8.04,8.04,B+,A,A+,B+,A+,B,A+,O
318126520L13,6.48,6.48,P,B+,B,B,B+,C,O,A+
318126520L14,,,F,B+,P,C,B,F,O,O
318126520L15,7.28,7.28,C,A,B+,B,A,B+,O,A+
318126520L16,7.88,7.88,B,A,A+,B+,A,B+,O,A+
318126520L17,,,F,P,F,F,F,F,A+,A+
318126520L18,,,F,C,B+,P,P,F,A+,A
318126520L19,9.2,9.2,A+,A,O,A+,A+,A+,O,O
318126520L20,6.4,6.4,C,B,B,B,C,B+,O,A+
318126520L21,,,P,P,P,F,F,F,A+,A
318126520L22,,,F,C,B,P,P,C,A+,A+
318126520L23,5.72,5.72,P,C,B,B,C,P,A+,A+
318126520L24,8.08,8.08,B+,B+,A+,B+,A,A,O,O
318126520L25,8.36,8.36,B+,A+,A+,B+,A+,B+,O,O
318126520L26,,,F,B+,B,F,C,C,O,A
318126520L27,6.76,6.76,B+,B,B+,B,B,B,O,A
318126520L28,7.88,7.88,B+,B+,A+,B+,A,B+,O,A+
318126520L29,8.84,8.84,A,O,A+,A,A,A+,O,O
318126520L30,6.88,6.88,P,A,B+,C,A,B,O,A+
318126520L31,7.12,7.12,B+,B,A+,B,C,B+,O,A+
318126520L32,8.6,8.6,A,A,O,B+,A,A+,O,O
318126520L33,6.56,6.56,B,B+,B+,C,B,C,O,A+
318126520L34,7.96,7.96,A,A,A+,B,A,B+,O,A+
318126520L35,,,P,B+,C,F,B,C,O,A+
318126520L36,8.2,8.2,A,A+,A+,B,A,A,O,A+
318126520L37,8.36,8.36,B+,A,A+,A,A+,A,A+,A+
318126520L38,,,F,B+,B+,P,C,P,A+,A
318126520L39,8.48,8.48,A,A+,O,B+,A+,B+,A+,A+
318126520L40,,,P,B+,B,F,P,P,A+,A
318126520L41,7.76,7.76,B+,A+,A,C,A,A,A+,O
318126520L42,,,F,C,C,F,C,F,A,A+
318126520L43,6.68,6.68,B,B+,B+,P,A,B,A,A+
318126520L44,,,F,B+,C,P,B,P,A+,A+
318126520L45,6.8,6.8,B,A,B+,B,B+,P,A+,A+
318126520L46,7.68,7.68,B+,A,A,B,A,B+,A+,O
318126520L47,7.44,7.44,B+,A,A+,C,B+,B+,A+,A+
318126520L48,7.12,7.12,B,A,A,C,B,A,A+,A+
318126520L49,7.52,7.52,B+,B+,A,B,B+,A,A+,O
318126520L50,5.92,5.92,B,B+,B,P,C,C,A+,A
318126520L51,,,F,B+,P,F,P,B,A+,A
318126520L52,7.16,7.16,B+,A,A,C,B+,B,A+,A+
318126520L53,8.04,8.04,B+,A,A+,B+,A,A,A+,A+
318126520L54,8.12,8.12,A,A,A+,B+,A,B+,A+,O
318126520L55,6.44,6.44,B,B+,A,P,C,B,A+,A+
